label,original_category_id,precision,recall,f1,support,predicted_count
419,8379,0.8333333333333334,1.0,0.9090909090909091,10,12
420,8423,1.0,0.9,0.9473684210526316,10,9
421,8445,1.0,0.8,0.888888888888889,10,8
422,8479,0.9,0.9,0.9,10,10
423,8518,1.0,0.9,0.9473684210526316,10,9
424,8565,1.0,1.0,1.0,10,10
425,8645,1.0,1.0,1.0,10,10
426,8666,1.0,0.9,0.9473684210526316,10,9
427,8669,0.9090909090909091,1.0,0.9523809523809523,10,11
428,8689,1.0,0.7,0.8235294117647058,10,7
429,8701,0.8888888888888888,0.8,0.8421052631578948,10,9
430,8727,0.9,0.9,0.9,10,10
431,8751,0.6666666666666666,1.0,0.8,10,15
432,8785,1.0,0.9,0.9473684210526316,10,9
433,8786,0.9,0.9,0.9,10,10
434,8797,1.0,0.9,0.9473684210526316,10,9
435,8808,0.8181818181818182,0.9,0.8571428571428572,10,11
436,8821,1.0,0.9,0.9473684210526316,10,9
437,8830,0.6923076923076923,0.9,0.7826086956521738,10,13
438,8834,0.9,0.9,0.9,10,10
439,8835,0.7777777777777778,0.7,0.7368421052631577,10,9
440,8837,1.0,1.0,1.0,10,10
441,8856,1.0,0.7,0.8235294117647058,10,7
442,8883,0.7777777777777778,0.7,0.7368421052631577,10,9
443,8900,1.0,1.0,1.0,10,10
444,8928,1.0,1.0,1.0,10,10
445,8935,1.0,0.9,0.9473684210526316,10,9
446,8938,0.9,0.9,0.9,10,10
447,8977,1.0,0.9,0.9473684210526316,10,9
448,9007,0.7272727272727273,0.8,0.761904761904762,10,11
449,9016,0.8181818181818182,0.9,0.8571428571428572,10,11
450,9038,1.0,0.9,0.9473684210526316,10,9
451,9044,0.8888888888888888,0.8,0.8421052631578948,10,9
452,9052,1.0,1.0,1.0,10,10
453,9064,0.8888888888888888,0.8,0.8421052631578948,10,9
454,9075,1.0,1.0,1.0,10,10
455,9083,0.5,0.6,0.5454545454545454,10,12
456,9086,0.5,0.3,0.37499999999999994,10,6
457,9105,1.0,1.0,1.0,10,10
458,9125,1.0,0.8,0.888888888888889,10,8
459,9173,1.0,1.0,1.0,10,10
460,9189,1.0,1.0,1.0,10,10
461,9195,0.9090909090909091,1.0,0.9523809523809523,10,11
462,9197,0.9,0.9,0.9,10,10
463,9224,0.9090909090909091,1.0,0.9523809523809523,10,11
464,9260,1.0,0.9,0.9473684210526316,10,9
465,9292,0.8,0.8,0.8000000000000002,10,10
466,9295,0.75,0.6,0.6666666666666665,10,8
467,9324,0.875,0.7,0.7777777777777777,10,8
468,9333,0.7,0.7,0.7,10,10
469,9355,0.8333333333333334,1.0,0.9090909090909091,10,12
470,9440,1.0,0.9,0.9473684210526316,10,9
471,9446,0.8333333333333334,1.0,0.9090909090909091,10,12
472,9459,0.6666666666666666,0.8,0.7272727272727272,10,12
473,9485,1.0,0.9,0.9473684210526316,10,9
474,9489,1.0,1.0,1.0,10,10
475,9502,1.0,1.0,1.0,10,10
476,9512,0.8181818181818182,0.9,0.8571428571428572,10,11
477,9543,1.0,1.0,1.0,10,10
478,9560,0.8888888888888888,0.8,0.8421052631578948,10,9
479,9562,0.9,0.9,0.9,10,10
480,9571,0.7692307692307693,1.0,0.8695652173913044,10,13
481,9577,1.0,0.8,0.888888888888889,10,8
482,9638,0.75,0.9,0.8181818181818182,10,12
483,9641,0.7142857142857143,1.0,0.8333333333333333,10,14
484,9654,0.625,1.0,0.7692307692307693,10,16
485,9674,0.75,0.9,0.8181818181818182,10,12
486,9740,0.9,0.9,0.9,10,10
487,9749,0.75,0.9,0.8181818181818182,10,12
488,9763,0.6666666666666666,1.0,0.8,10,15
489,9771,1.0,0.9,0.9473684210526316,10,9
490,9774,0.9,0.9,0.9,10,10
491,9813,1.0,1.0,1.0,10,10
492,9863,0.6428571428571429,0.9,0.75,10,14
493,9891,0.8181818181818182,0.9,0.8571428571428572,10,11
494,9909,0.5625,0.9,0.6923076923076923,10,16
495,9932,1.0,0.2,0.33333333333333337,10,2
496,9938,0.6666666666666666,0.6,0.631578947368421,10,9
497,9939,0.4444444444444444,0.4,0.4210526315789474,10,9
498,9977,0.8333333333333334,1.0,0.9090909090909091,10,12
499,9980,0.9,0.9,0.9,10,10
